Testfile,cuda-total,cuda-PASSED,cuda-Skipped,cuda-Failed,stock_xpu-total,stock_xpu-PASSED,stock_xpu-Skipped,stock_xpu-Failed
test/dynamo/test_package.py,50.0,33.0,17.0,0.0,50.0,33.0,17.0,0.0
test/dynamo/test_pgo.py,11.0,11.0,0.0,0.0,11.0,11.0,0.0,0.0
test/dynamo/test_pre_dispatch.py,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
test/dynamo/test_precompile_context.py,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
test/dynamo/test_profiler.py,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0
test/dynamo/test_python_autograd.py,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0
test/dynamo/test_python_dispatcher.py,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0
test/dynamo/test_recompile_ux.py,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0
test/dynamo/test_recompiles.py,18.0,18.0,0.0,0.0,18.0,18.0,0.0,0.0
test/dynamo/test_reconstruct.py,16.0,14.0,2.0,0.0,16.0,14.0,2.0,0.0
test/dynamo/test_regional_inductor.py,6.0,6.0,0.0,0.0,6.0,4.0,2.0,0.0
test/dynamo/test_reorder_logs.py,14.0,14.0,0.0,0.0,14.0,14.0,0.0,0.0
test/dynamo/test_repros.py,343.0,323.0,20.0,0.0,319.0,296.0,23.0,0.0
test/dynamo/test_resume.py,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
test/dynamo/test_sdpa.py,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0
test/dynamo/test_sets.py,124.0,123.0,1.0,0.0,124.0,123.0,1.0,0.0
test/dynamo/test_skip_guard_eval_unsafe.py,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0
test/dynamo/test_skip_non_tensor.py,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0
test/dynamo/test_sources.py,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
test/dynamo/test_structured_trace.py,29.0,28.0,1.0,0.0,29.0,22.0,7.0,0.0
test/dynamo/test_subclasses.py,125.0,120.0,5.0,0.0,125.0,119.0,6.0,0.0
test/dynamo/test_subgraphs.py,44.0,44.0,0.0,0.0,44.0,44.0,0.0,0.0
test/dynamo/test_torchrec.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/dynamo/test_trace_rules.py,7.0,6.0,1.0,0.0,7.0,6.0,1.0,0.0
test/dynamo/test_unittest.py,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
test/dynamo/test_unspec.py,51.0,49.0,2.0,0.0,51.0,48.0,3.0,0.0
test/dynamo/test_utils.py,17.0,17.0,0.0,0.0,17.0,17.0,0.0,0.0
test/dynamo/test_verify_correctness.py,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
test/dynamo/test_view.py,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0
test/export/test_converter.py,48.0,48.0,0.0,0.0,48.0,47.0,1.0,0.0
test/export/test_cpp_serdes.py,425.0,418.0,7.0,0.0,425.0,413.0,12.0,0.0
test/export/test_db.py,36.0,36.0,0.0,0.0,36.0,36.0,0.0,0.0
test/export/test_draft_export.py,21.0,21.0,0.0,0.0,21.0,19.0,2.0,0.0
test/export/test_dynamic_shapes.py,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
test/export/test_experimental.py,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0
test/export/test_export.py,464.0,457.0,7.0,0.0,464.0,450.0,14.0,0.0
test/export/test_export_opinfo.py,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
test/export/test_export_strict.py,434.0,428.0,6.0,0.0,434.0,423.0,11.0,0.0
test/export/test_export_training_ir_to_run_decomp.py,868.0,855.0,13.0,0.0,868.0,845.0,23.0,0.0
test/export/test_export_with_inline_and_install.py,434.0,428.0,6.0,0.0,434.0,423.0,11.0,0.0
test/export/test_functionalized_assertions.py,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
test/export/test_hop.py,44.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0
test/export/test_lift_unlift.py,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0
test/export/test_nativert.py,6.0,0.0,6.0,0.0,,,,
test/export/test_package.py,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
test/export/test_pass_infra.py,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0
test/export/test_passes.py,28.0,26.0,2.0,0.0,28.0,22.0,6.0,0.0
test/export/test_retraceability.py,868.0,851.0,17.0,0.0,868.0,841.0,27.0,0.0
test/export/test_schema.py,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0
test/export/test_serdes.py,868.0,839.0,29.0,0.0,868.0,829.0,39.0,0.0
test/export/test_serialize.py,115.0,114.0,1.0,0.0,115.0,112.0,3.0,0.0
test/export/test_sparse.py,203.0,203.0,0.0,0.0,203.0,203.0,0.0,0.0
test/export/test_strict_export_v2.py,434.0,428.0,6.0,0.0,434.0,423.0,11.0,0.0
test/export/test_swap.py,20.0,18.0,2.0,0.0,20.0,18.0,2.0,0.0
test/export/test_tools.py,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
test/export/test_torchbind.py,90.0,90.0,0.0,0.0,90.0,82.0,8.0,0.0
test/export/test_tree_utils.py,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
test/export/test_unflatten.py,28.0,28.0,0.0,0.0,28.0,28.0,0.0,0.0
test/export/test_unflatten_training_ir.py,28.0,28.0,0.0,0.0,28.0,28.0,0.0,0.0
test/export/test_upgrader.py,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0
test/export/test_verifier.py,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0
test/functorch/dim/test_getsetitem.py,19.0,19.0,0.0,0.0,19.0,19.0,0.0,0.0
test/functorch/dim/test_split.py,23.0,23.0,0.0,0.0,23.0,23.0,0.0,0.0
test/functorch/test_ac.py,9.0,9.0,0.0,0.0,,,,
test/functorch/test_ac_knapsack.py,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0
test/functorch/test_ac_logging.py,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
test/functorch/test_aot_joint_with_descriptors.py,14.0,14.0,0.0,0.0,14.0,13.0,1.0,0.0
test/functorch/test_aotdispatch.py,537.0,513.0,24.0,0.0,537.0,480.0,57.0,0.0
test/functorch/test_control_flow.py,1949.0,1534.0,415.0,0.0,1949.0,355.0,1594.0,0.0
test/functorch/test_dims.py,68.0,65.0,3.0,0.0,68.0,65.0,3.0,0.0
test/functorch/test_eager_transforms.py,360.0,357.0,3.0,0.0,29.0,29.0,0.0,0.0
test/functorch/test_logging.py,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
test/functorch/test_memory_efficient_fusion.py,22.0,22.0,0.0,0.0,22.0,15.0,7.0,0.0
test/functorch/test_minifier.py,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0
test/functorch/test_ops.py,10221.0,7345.0,2876.0,0.0,0.0,0.0,0.0,0.0
test/functorch/test_parsing.py,12.0,12.0,0.0,0.0,12.0,12.0,0.0,0.0
test/functorch/test_rearrange.py,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0
test/functorch/test_vmap.py,2140.0,1797.0,343.0,0.0,231.0,223.0,8.0,0.0
test/functorch/test_vmap_registrations.py,1723.0,1543.0,180.0,0.0,1723.0,1543.0,180.0,0.0
test/higher_order_ops/test_invoke_quant.py,14.0,14.0,0.0,0.0,14.0,13.0,1.0,0.0
test/higher_order_ops/test_invoke_subgraph.py,69.0,68.0,1.0,0.0,69.0,66.0,3.0,0.0
test/higher_order_ops/test_local_map.py,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0
test/higher_order_ops/test_with_effects.py,18.0,17.0,1.0,0.0,18.0,16.0,2.0,0.0
test/inductor/test_alignment.py,12.0,12.0,0.0,0.0,12.0,12.0,0.0,0.0
test/inductor/test_analysis.py,28.0,28.0,0.0,0.0,2.0,2.0,0.0,0.0
test/inductor/test_aot_inductor.py,913.0,438.0,475.0,0.0,913.0,432.0,481.0,0.0
test/inductor/test_aot_inductor_arrayref.py,302.0,125.0,177.0,0.0,302.0,123.0,179.0,0.0
test/inductor/test_aot_inductor_custom_ops.py,35.0,35.0,0.0,0.0,,,,
test/inductor/test_aot_inductor_package.py,88.0,65.0,23.0,0.0,88.0,54.0,34.0,0.0
test/inductor/test_aot_inductor_utils.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/inductor/test_aot_inductor_windows.py,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
test/inductor/test_async_compile.py,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0
test/inductor/test_augmented_graph_helper.py,16.0,16.0,0.0,0.0,16.0,16.0,0.0,0.0
test/inductor/test_auto_functionalize.py,39.0,38.0,1.0,0.0,39.0,38.0,1.0,0.0
test/inductor/test_autoheuristic.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/inductor/test_b2b_gemm.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/inductor/test_benchmark_fusion.py,16.0,11.0,5.0,0.0,6.0,4.0,2.0,0.0
test/inductor/test_benchmarking.py,12.0,6.0,6.0,0.0,12.0,6.0,6.0,0.0
test/inductor/test_best_config.py,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
test/inductor/test_binary_folding.py,6.0,5.0,1.0,0.0,6.0,6.0,0.0,0.0
test/inductor/test_block_analysis.py,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0
test/inductor/test_cache.py,725.0,725.0,0.0,0.0,725.0,725.0,0.0,0.0
test/inductor/test_caching.py,142.0,142.0,0.0,0.0,142.0,142.0,0.0,0.0
test/inductor/test_ck_backend.py,34.0,0.0,34.0,0.0,,,,
test/inductor/test_codecache.py,220.0,179.0,41.0,0.0,220.0,163.0,57.0,0.0
test/inductor/test_codegen_triton.py,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
test/inductor/test_combo_kernels.py,21.0,21.0,0.0,0.0,21.0,0.0,21.0,0.0
test/inductor/test_compile.py,9.0,9.0,0.0,0.0,9.0,9.0,0.0,0.0
test/inductor/test_compile_subprocess.py,880.0,847.0,33.0,0.0,862.0,803.0,59.0,0.0
test/inductor/test_compile_worker.py,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0
test/inductor/test_compiled_autograd.py,849.0,836.0,13.0,0.0,803.0,779.0,24.0,0.0
test/inductor/test_compiled_optimizers.py,682.0,677.0,5.0,0.0,560.0,556.0,4.0,0.0
test/inductor/test_config.py,14.0,14.0,0.0,0.0,14.0,14.0,0.0,0.0
test/inductor/test_control_deps.py,1.0,1.0,0.0,0.0,,,,
test/inductor/test_control_flow.py,739.0,737.0,2.0,0.0,641.0,638.0,3.0,0.0
test/inductor/test_cooperative_reductions.py,163.0,163.0,0.0,0.0,163.0,163.0,0.0,0.0
test/inductor/test_coordinate_descent_tuner.py,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0
test/inductor/test_cpp_wrapper_hipify.py,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
test/inductor/test_cpu_repro.py,745.0,742.0,3.0,0.0,745.0,742.0,3.0,0.0
test/inductor/test_cpu_select_algorithm.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/inductor/test_cuda_repro.py,89.0,84.0,5.0,0.0,,,,
test/inductor/test_cuda_select_algorithm.py,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
test/inductor/test_cudacodecache.py,3.0,2.0,1.0,0.0,,,,
test/inductor/test_cudagraph_trees.py,163.0,155.0,8.0,0.0,,,,
test/inductor/test_cudagraph_trees_expandable_segments.py,149.0,144.0,5.0,0.0,,,,
test/inductor/test_custom_lowering.py,5.0,5.0,0.0,0.0,5.0,3.0,2.0,0.0
test/inductor/test_custom_partitioner_fn.py,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
test/inductor/test_custom_post_grad_passes.py,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0
test/inductor/test_cutedsl_template.py,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0
test/inductor/test_cutlass_backend.py,180.0,2.0,171.0,7.0,,,,
test/inductor/test_cutlass_evt.py,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0
test/inductor/test_debug_trace.py,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
test/inductor/test_decompose_mem_bound_mm.py,37.0,35.0,2.0,0.0,37.0,0.0,37.0,0.0
test/inductor/test_dependencies.py,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0
test/inductor/test_deterministic.py,7.0,7.0,0.0,0.0,,,,
test/inductor/test_device_assert.py,8.0,8.0,0.0,0.0,8.0,6.0,2.0,0.0
test/inductor/test_distributed_patterns.py,20.0,20.0,0.0,0.0,20.0,19.0,1.0,0.0
test/inductor/test_efficient_conv_bn_eval.py,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0
test/inductor/test_extension_backend.py,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
test/inductor/test_external_callables.py,3.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0
test/inductor/test_flex_attention.py,752.0,727.0,25.0,0.0,470.0,347.0,123.0,0.0
test/inductor/test_flex_decoding.py,576.0,573.0,3.0,0.0,514.0,511.0,3.0,0.0
test/inductor/test_flex_flash.py,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0
test/inductor/test_foreach.py,534.0,518.0,16.0,0.0,348.0,332.0,16.0,0.0
test/inductor/test_fp8.py,241.0,62.0,179.0,0.0,337.0,62.0,275.0,0.0
test/inductor/test_fused_attention.py,108.0,106.0,2.0,0.0,108.0,104.0,4.0,0.0
test/inductor/test_fuzzer.py,11.0,10.0,1.0,0.0,11.0,10.0,1.0,0.0
test/inductor/test_fx_fusion.py,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
test/inductor/test_fxir_backend.py,62.0,62.0,0.0,0.0,62.0,46.0,16.0,0.0
test/inductor/test_gpu_cpp_wrapper.py,295.0,293.0,2.0,0.0,247.0,240.0,7.0,0.0
test/inductor/test_graph_transform_observer.py,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
test/inductor/test_group_batch_fusion.py,13.0,11.0,2.0,0.0,13.0,11.0,2.0,0.0
test/inductor/test_helion_kernels.py,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
test/inductor/test_indexing.py,22.0,22.0,0.0,0.0,22.0,22.0,0.0,0.0
test/inductor/test_inductor_annotations.py,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0
test/inductor/test_inductor_freezing.py,48.0,45.0,2.0,1.0,48.0,44.0,4.0,0.0
test/inductor/test_inductor_scheduler.py,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
test/inductor/test_inductor_utils.py,2.0,2.0,0.0,0.0,,,,
test/inductor/test_inplace_padding.py,9.0,8.0,1.0,0.0,9.0,7.0,2.0,0.0
test/inductor/test_inplacing_pass.py,22.0,22.0,0.0,0.0,22.0,22.0,0.0,0.0
test/inductor/test_kernel_benchmark.py,18.0,17.0,1.0,0.0,18.0,17.0,1.0,0.0
test/inductor/test_kernel_optimization.py,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
test/inductor/test_layout_optim.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/inductor/test_loop_ordering.py,50.0,48.0,2.0,0.0,50.0,48.0,2.0,0.0
test/inductor/test_max_autotune.py,283.0,132.0,150.0,1.0,260.0,114.0,146.0,0.0
test/inductor/test_mem_estimation.py,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
test/inductor/test_memory.py,8.0,8.0,0.0,0.0,8.0,7.0,1.0,0.0
test/inductor/test_memory_planning.py,4.0,4.0,0.0,0.0,4.0,3.0,1.0,0.0
test/inductor/test_metrics.py,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0
test/inductor/test_minifier.py,14.0,14.0,0.0,0.0,14.0,11.0,3.0,0.0
test/inductor/test_minifier_isolate.py,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
test/inductor/test_minifier_utils.py,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
test/inductor/test_mkldnn_pattern_matcher.py,280.0,218.0,62.0,0.0,295.0,285.0,10.0,0.0
test/inductor/test_mmdecomp.py,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
test/inductor/test_move_constructors_to_cuda.py,7.0,6.0,1.0,0.0,,,,
test/inductor/test_multi_kernel.py,19.0,19.0,0.0,0.0,19.0,13.0,6.0,0.0
test/inductor/test_native_matmul.py,8.0,8.0,0.0,0.0,,,,
test/inductor/test_needs_exact_strides.py,2.0,2.0,0.0,0.0,,,,
test/inductor/test_online_softmax.py,31.0,31.0,0.0,0.0,,,,
test/inductor/test_op_completeness.py,5.0,4.0,1.0,0.0,5.0,4.0,1.0,0.0
test/inductor/test_op_dtype_prop.py,567.0,567.0,0.0,0.0,567.0,567.0,0.0,0.0
test/inductor/test_ordered_set.py,401.0,386.0,15.0,0.0,401.0,386.0,15.0,0.0
test/inductor/test_pad_mm.py,19.0,19.0,0.0,0.0,,,,
test/inductor/test_padding.py,55.0,46.0,9.0,0.0,55.0,46.0,9.0,0.0
test/inductor/test_pattern_matcher.py,48.0,46.0,2.0,0.0,48.0,45.0,3.0,0.0
test/inductor/test_perf.py,66.0,66.0,0.0,0.0,,,,
test/inductor/test_profiler.py,7.0,7.0,0.0,0.0,,,,
test/inductor/test_provenance_tracing.py,11.0,11.0,0.0,0.0,11.0,5.0,6.0,0.0
test/inductor/test_quantization.py,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
test/inductor/test_remote_cache.py,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
test/inductor/test_scatter_optimization.py,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0
test/inductor/test_segmented_tree.py,12.0,12.0,0.0,0.0,12.0,12.0,0.0,0.0
test/inductor/test_select_algorithm.py,23.0,23.0,0.0,0.0,23.0,21.0,2.0,0.0
test/inductor/test_snode_runtime.py,22.0,22.0,0.0,0.0,22.0,22.0,0.0,0.0
test/inductor/test_split_cat_fx_aten_passes.py,5.0,5.0,0.0,0.0,5.0,1.0,4.0,0.0
test/inductor/test_split_cat_fx_passes.py,11.0,11.0,0.0,0.0,11.0,11.0,0.0,0.0
test/inductor/test_static_cuda_launcher.py,17.0,17.0,0.0,0.0,17.0,0.0,17.0,0.0
test/inductor/test_subgraph_choice.py,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0
test/inductor/test_template_heuristics_registry.py,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0
test/inductor/test_torchbind.py,16.0,16.0,0.0,0.0,16.0,16.0,0.0,0.0
test/inductor/test_torchinductor.py,981.0,945.0,36.0,0.0,732.0,688.0,44.0,0.0
test/inductor/test_torchinductor_codegen_config_overrides.py,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
test/inductor/test_torchinductor_codegen_dynamic_shapes.py,1752.0,1396.0,356.0,0.0,1716.0,1314.0,402.0,0.0
test/inductor/test_torchinductor_dynamic_shapes.py,1817.0,1728.0,89.0,0.0,1781.0,1643.0,138.0,0.0
test/inductor/test_torchinductor_opinfo.py,3575.0,2986.0,589.0,0.0,3310.0,2790.0,520.0,0.0
test/inductor/test_torchinductor_strided_blocks.py,297.0,97.0,200.0,0.0,297.0,94.0,203.0,0.0
test/inductor/test_triton_extension_backend.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test/inductor/test_triton_heuristics.py,12.0,10.0,2.0,0.0,12.0,2.0,10.0,0.0
test/inductor/test_triton_kernels.py,365.0,320.0,45.0,0.0,365.0,314.0,51.0,0.0
test/inductor/test_triton_syntax.py,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
test/inductor/test_triton_wrapper.py,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
test/inductor/test_unbacked_symints.py,32.0,32.0,0.0,0.0,32.0,29.0,3.0,0.0
test/inductor/test_utils.py,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
test/lazy/test_bindings.py,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
test/lazy/test_debug_util.py,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
test/lazy/test_functionalization.py,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
test/lazy/test_generator.py,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
test/lazy/test_reuse_ir.py,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
test/lazy/test_step_closures.py,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
test/lazy/test_ts_opinfo.py,5.0,4.0,1.0,0.0,5.0,4.0,1.0,0.0
test/nn/test_convolution.py,611.0,376.0,235.0,0.0,49.0,40.0,9.0,0.0
test/nn/test_dropout.py,9.0,9.0,0.0,0.0,4.0,3.0,1.0,0.0
test/nn/test_embedding.py,155.0,129.0,26.0,0.0,23.0,21.0,2.0,0.0
test/nn/test_init.py,30.0,29.0,1.0,0.0,30.0,29.0,1.0,0.0
test/nn/test_lazy_modules.py,59.0,59.0,0.0,0.0,59.0,58.0,1.0,0.0
test/nn/test_load_state_dict.py,27.0,27.0,0.0,0.0,27.0,27.0,0.0,0.0
test/nn/test_module_hooks.py,53.0,53.0,0.0,0.0,53.0,53.0,0.0,0.0
test/nn/test_multihead_attention.py,20.0,20.0,0.0,0.0,7.0,7.0,0.0,0.0
test/nn/test_packed_sequence.py,12.0,12.0,0.0,0.0,12.0,12.0,0.0,0.0
test/nn/test_parametrization.py,58.0,58.0,0.0,0.0,56.0,56.0,0.0,0.0
test/nn/test_pooling.py,146.0,123.0,23.0,0.0,22.0,18.0,4.0,0.0
test/nn/test_pruning.py,34.0,34.0,0.0,0.0,34.0,34.0,0.0,0.0
test/profiler/test_cpp_thread.py,6.0,3.0,3.0,0.0,,,,
test/profiler/test_execution_trace.py,13.0,13.0,0.0,0.0,,,,
test/profiler/test_kineto.py,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
test/profiler/test_memory_profiler.py,33.0,33.0,0.0,0.0,,,,
test/profiler/test_profiler.py,83.0,77.0,6.0,0.0,,,,
test/profiler/test_profiler_tree.py,10.0,3.0,7.0,0.0,,,,
test/profiler/test_python_tracer.py,3.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0
test/profiler/test_record_function.py,6.0,6.0,0.0,0.0,,,,
test/profiler/test_torch_tidy.py,22.0,21.0,1.0,0.0,,,,
test/test_accelerator.py,11.0,8.0,3.0,0.0,11.0,8.0,3.0,0.0
test/test_ao_sparsity.py,88.0,88.0,0.0,0.0,88.0,88.0,0.0,0.0
test/test_appending_byte_serializer.py,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
test/test_autocast.py,20.0,17.0,3.0,0.0,20.0,14.0,6.0,0.0
test/test_autograd.py,654.0,639.0,15.0,0.0,,,,
test/test_autograd_fallback.py,28.0,28.0,0.0,0.0,,,,
test/test_autoload.py,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
test/test_binary_ufuncs.py,12857.0,12569.0,288.0,0.0,0.0,0.0,0.0,0.0
test/test_bundled_inputs.py,12.0,12.0,0.0,0.0,12.0,12.0,0.0,0.0
test/test_comparison_utils.py,7.0,7.0,0.0,0.0,7.0,6.0,1.0,0.0
test/test_compile_benchmark_util.py,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
test/test_complex.py,15.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0
test/test_content_store.py,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
test/test_cpp_api_parity.py,488.0,446.0,42.0,0.0,488.0,227.0,261.0,0.0
test/test_cpp_extensions_aot_ninja.py,21.0,19.0,2.0,0.0,21.0,15.0,6.0,0.0
test/test_cpp_extensions_aot_no_ninja.py,21.0,18.0,3.0,0.0,21.0,14.0,7.0,0.0
test/test_cpp_extensions_jit.py,34.0,26.0,8.0,0.0,34.0,23.0,11.0,0.0
test/test_cpp_extensions_mtia_backend.py,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0
test/test_cpp_extensions_stream_and_event.py,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
test/test_cuda.py,225.0,202.0,23.0,0.0,218.0,0.0,218.0,0.0
test/test_cuda_expandable_segments.py,175.0,150.0,25.0,0.0,,,,
test/test_cuda_multigpu.py,61.0,5.0,56.0,0.0,0.0,0.0,0.0,0.0
test/test_cuda_nvml_based_avail.py,9.0,9.0,0.0,0.0,,,,
test/test_cuda_primary_ctx.py,4.0,1.0,3.0,0.0,,,,
test/test_cuda_sanitizer.py,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
test/test_cuda_trace.py,12.0,12.0,0.0,0.0,,,,
test/test_custom_ops.py,282.0,276.0,6.0,0.0,282.0,266.0,16.0,0.0
test/test_dataloader.py,186.0,176.0,10.0,0.0,180.0,156.0,24.0,0.0
test/test_datapipe.py,93.0,86.0,7.0,0.0,93.0,86.0,7.0,0.0
test/test_decomp.py,9002.0,8219.0,783.0,0.0,3.0,3.0,0.0,0.0
test/test_dispatch.py,32.0,32.0,0.0,0.0,32.0,32.0,0.0,0.0
test/test_dlpack.py,154.0,138.0,16.0,0.0,0.0,0.0,0.0,0.0
test/test_dynamic_shapes.py,363.0,193.0,170.0,0.0,363.0,193.0,170.0,0.0
test/test_expanded_weights.py,220.0,204.0,16.0,0.0,0.0,0.0,0.0,0.0
test/test_extension_utils.py,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
test/test_fake_tensor.py,286.0,276.0,10.0,0.0,275.0,184.0,91.0,0.0
test/test_file_check.py,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
test/test_flop_counter.py,22.0,21.0,1.0,0.0,22.0,18.0,4.0,0.0
test/test_foreach.py,3577.0,3510.0,67.0,0.0,0.0,0.0,0.0,0.0
test/test_function_schema.py,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0
test/test_functional_autograd_benchmark.py,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0
test/test_functional_optim.py,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
test/test_functionalization.py,112.0,100.0,12.0,0.0,112.0,100.0,12.0,0.0
test/test_functionalization_of_rng_ops.py,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
test/test_futures.py,22.0,22.0,0.0,0.0,22.0,22.0,0.0,0.0
test/test_fx.py,1270.0,596.0,674.0,0.0,590.0,588.0,2.0,0.0
test/test_fx_experimental.py,724.0,52.0,672.0,0.0,50.0,50.0,0.0,0.0
test/test_fx_passes.py,53.0,53.0,0.0,0.0,53.0,53.0,0.0,0.0
test/test_fx_reinplace_pass.py,12.0,12.0,0.0,0.0,12.0,12.0,0.0,0.0
test/test_hop_infra.py,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
test/test_hub.py,20.0,19.0,1.0,0.0,20.0,19.0,1.0,0.0
test/test_import_stats.py,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
test/test_indexing.py,186.0,184.0,2.0,0.0,0.0,0.0,0.0,0.0
test/test_itt.py,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
test/test_jit.py,2288.0,2217.0,71.0,0.0,2281.0,2170.0,111.0,0.0
test/test_jit_autocast.py,54.0,47.0,7.0,0.0,54.0,9.0,45.0,0.0
